campus,bldgno,bldgname,tstamp,Year,Month,Day,Hour,KW,KWS,CHWTON,HTmmBTU,Combined mmBTU,Combined Tons Carbon,KW#Houses,KWlightbulbs,KWgalsgas,CHWTON#Houses,CHWTONlightbulbs,CHWTONgalsgas,HTmmBTU#Houses,HTmmBTUlightbulbs,HTmmBTUgalsgas,Total#Houses,Totallightbulbs,Totalgalsgas,GHG,DOW,tstamp2,total
All Campuses,, , ,2023,7,15,3,28671.12,1.56,11874.05,3.4,243.72,44.55,8192,2047938,783,11931,2982049,1140,285,71230,27,20408,5101217,97745,15.57,7,,28671.12
All Campuses,, , ,2023,7,15,4,28406.15,1.42,11736.7,3.61,241.38,44.12,8116,2029012,775,11793,2947555,1127,302,75579,29,20212,5052145,96621,15.426,7,,28406.15
All Campuses,, , ,2023,7,15,5,27468.24,5.03,12841.21,3.49,251.31,45.93,7848,1962018,750,12903,3224940,1233,292,73006,28,21043,5259965,105367,14.913,7,,27468.24
All Campuses,, , ,2023,7,15,6,29806.75,192.14,14514.53,3.65,279.52,51.09,8516,2129054,814,14584,3645178,1393,305,76296,29,23406,5850528,118978,16.083,7,,29806.75
All Campuses,, , ,2023,7,15,7,28276.49,1529.15,15278.39,3.4,283.23,51.76,8079,2019750,772,15352,3837015,1467,285,71196,27,23716,5927961,124942,14.524000000000001,7,,28276.49
All Campuses,, , ,2023,7,15,8,27825.35,3703.33,15203.81,3.16,280.55,51.28,7950,1987526,760,15277,3818285,1460,265,66136,25,23492,5871948,124302,13.098,7,,27825.35
All Campuses,, , ,2023,7,15,9,28238.99,6299.64,15253.11,3.26,282.65,51.66,8068,2017071,771,15327,3830666,1464,273,68265,26,23668,5916002,124736,11.913,7,,28238.99
All Campuses,, , ,2023,7,15,10,29414.03,8661.5,15665.65,3.2800000000000002,291.64,53.3,8404,2101003,803,15741,3934270,1504,275,68709,26,24420,6103982,128149,11.268,7,,29414.03
All Campuses,, , ,2023,7,15,11,29540.97,9733.81,16005.3,3.09,295.95,54.09,8440,2110070,806,16082,4019570,1537,258,64579,25,24781,6194220,130878,10.752,7,,29540.97
All Campuses,, , ,2023,7,15,12,29417.84,9600.53,15648.72,3.94,292.1,53.39,8405,2101275,803,15724,3930019,1502,330,82442,32,24459,6113736,128014,10.76,7,,29417.84
All Campuses,, , ,2023,7,15,13,29874.74,10192.1,15748.5,3.31,294.23,53.78,8536,2133911,815,15824,3955078,1512,277,69213,26,24637,6158202,128856,10.686,7,,29874.74
All Campuses,, , ,2023,7,15,14,29437.85,9428.28,15255.66,3.19,286.7,52.4,8411,2102704,804,15329,3831306,1465,267,66709,25,24007,6000719,124871,10.865,7,,29437.85
All Campuses,, , ,2023,7,15,15,29538.9,8617.62,15754.85,3.25,293.1,53.57,8440,2109922,806,15831,3956674,1512,272,67986,26,24542,6134582,128874,11.36,7,,29538.9
All Campuses,, , ,2023,7,15,16,29294.68,6536.41,15607.81,3.35,290.6,53.11,8370,2092478,800,15683,3919745,1498,280,70084,27,24333,6082307,127675,12.348,7,,29294.68
All Campuses,, , ,2023,7,15,17,28147.44,4534.36,15354.78,3.32,283.62,51.84,8042,2010532,768,15429,3856200,1474,278,69507,27,23749,5936240,125540,12.82,7,,28147.44
All Campuses,, , ,2023,7,15,18,27378.32,1925.74,15304.38,3.38,280.45,51.26,7822,1955595,747,15378,3843543,1469,283,70800,27,23484,5869938,125063,13.821,7,,27378.32
All Campuses,, , ,2023,7,15,19,27058.25,191.16,14670.4,3.63,272,49.71,7731,1932733,739,14741,3684325,1408,304,75971,29,22776,5693028,119961,14.589,7,,27058.25
All Campuses,, , ,2023,7,15,20,26267.96,5.5600000000000005,13964.89,3.1,260.31,47.58,7505,1876283,717,14032,3507143,1341,260,64920,25,21797,5448346,114241,14.261,7,,26267.96
All Campuses,, , ,2023,7,15,21,25536.52,3.18,13577.39,3.23,253.29,46.29,7296,1824038,697,13643,3409826,1303,270,67585,26,21209,5301449,111071,13.864,7,,25536.52
All Campuses,, , ,2023,7,15,22,24622.52,74.59,12851.5,3.2,241.44,44.13,7035,1758752,672,12913,3227526,1234,268,67044,26,20217,5053322,105176,13.327,7,,24622.52
All Campuses,, , ,2023,7,15,23,25494.03,2.22,12811.7,3.83,244.56,44.7,7284,1821003,696,12873,3217529,1230,321,80259,31,20479,5118792,104941,13.841,7,,25494.03
All Campuses,, , ,2023,7,16,0,24913.24,1.5,12697.39,3.45,240.83,44.02,7118,1779518,680,12759,3188822,1219,289,72253,28,20166,5040592,103971,13.525,1,,24913.24
All Campuses,, , ,2023,7,16,1,23777.9,1.41,12332.44,3.5300000000000002,232.65,42.52,6794,1698422,649,12392,3097168,1184,296,73917,28,19481,4869507,100942,12.911,1,,23777.9
All Campuses,, , ,2023,7,16,2,24149.33,77.08,12671.61,3.18,237.64,43.43,6900,1724953,659,12733,3182349,1216,267,66630,25,19899,4973932,103691,13.072,1,,24149.33
All Campuses,, , ,2023,7,16,3,24040.92,1.29,12516.86,3.54,235.77,43.09,6869,1717209,656,12577,3143485,1202,297,74114,28,19742,4934808,102443,13.056,1,,24040.92
All Campuses,, , ,2023,7,16,4,24898.18,1.95,13070.24,3.38,245.18,44.81,7114,1778442,680,13133,3282461,1255,283,70797,27,20530,5131700,106952,13.519,1,,24898.18
All Campuses,, , ,2023,7,16,5,25430.12,9.44,14230.21,3.57,261.1,47.72,7266,1816438,694,14299,3573776,1366,299,74715,29,21863,5464929,116283,13.802,1,,25430.12
All Campuses,, , ,2023,7,16,6,26073.83,218.6,14395.32,3.36,265.08,48.45,7450,1862417,712,14465,3615241,1382,282,70408,27,22196,5548066,117666,14.04,1,,26073.83
All Campuses,, , ,2023,7,16,7,27408.59,1719.21,15091.75,3.36,277.98,50.81,7831,1957757,748,15164,3790142,1449,281,70335,27,23277,5818234,123365,13.95,1,,27408.59
All Campuses,, , ,2023,7,16,8,28015.89,3113.51,15687.63,3.25,287.1,52.47,8005,2001136,765,15763,3939790,1506,272,68006,26,24040,6008933,128190,13.522,1,,28015.89
All Campuses,, , ,2023,7,16,9,28341.22,4371.26,16576.18,3.5,299.12,54.67,8097,2024374,774,16656,4162943,1591,293,73315,28,25047,6260631,135330,13.015,1,,28341.22
All Campuses,, , ,2023,7,16,10,28540.46,6757.85,16957.61,3.19,304.06,55.57,8154,2038605,779,17039,4258733,1628,267,66696,25,25461,6364034,138401,11.828,1,,28540.46
All Campuses,, , ,2023,7,16,11,28983.18,8321.38,17153.46,3.24,307.97,56.29,8281,2070228,791,17236,4307921,1647,271,67724,26,25788,6445872,140010,11.218,1,,28983.18
All Campuses,, , ,2023,7,16,12,29035.65,9332.49,17144.85,3.25,308.06,56.3,8296,2073976,793,17227,4305759,1646,272,67978,26,25795,6447712,139946,10.698,1,,29035.65
All Campuses,, , ,2023,7,16,13,29315.41,9713.46,17448.17,3.1,312.51,57.12,8376,2093959,800,17532,4381933,1675,260,64982,25,26168,6540873,142399,10.646,1,,29315.41
All Campuses,, , ,2023,7,16,14,29839.93,9456.38,17630.74,3.21,316.6,57.86,8526,2131425,815,17716,4427783,1693,269,67154,26,26510,6626361,143910,11.069,1,,29839.93
All Campuses,, , ,2023,7,16,15,29429.79,7877.43,17507.98,3.16,313.68,57.33,8409,2102129,803,17592,4396955,1681,265,66218,25,26266,6565302,142889,11.702,1,,29429.79
All Campuses,, , ,2023,7,16,16,28925.72,5771.51,17572.73,3.18,312.75,57.16,8264,2066123,790,17657,4413216,1687,266,66564,25,26188,6545903,143358,12.572,1,,28925.72
All Campuses,, , ,2023,7,16,17,27403.94,3968.52,17321,3.18,304.54,55.66,7830,1957425,748,17404,4349996,1663,266,66528,25,25500,6373949,141199,12.725999999999999,1,,27403.94
All Campuses,, , ,2023,7,16,18,26833.3,2090.01,16988.99,3.23,298.65,54.58,7667,1916665,732,17071,4266616,1631,270,67505,26,25008,6250786,138488,13.437,1,,26833.3
All Campuses,, , ,2023,7,16,19,27904.77,151.23,16151.81,3.21,292.25,53.41,7973,1993199,762,16230,4056365,1551,269,67223,26,24471,6116787,131893,15.071,1,,27904.77
All Campuses,, , ,2023,7,16,20,31498.4,73.3,15737.72,3.31,299.64,54.76,9000,2249887,860,15813,3952370,1511,277,69251,26,25090,6271508,128925,17.065,1,,31498.4
All Campuses,, , ,2023,7,16,21,31579.8,4,15469.85,3.59,296.98,54.28,9023,2255701,862,15544,3885097,1485,300,75033,29,24867,6215831,126790,17.144,1,,31579.8
All Campuses,, , ,2023,7,16,22,31348.48,2.91,14803.56,3.79,288.4,52.71,8957,2239178,856,14875,3717766,1421,318,79383,30,24149,6036327,121438,17.017,1,,31348.48
All Campuses,, , ,2023,7,16,23,30237.3,67.91,13843.51,3.5300000000000002,272.82,49.86,8639,2159808,825,13910,3476658,1329,295,73787,28,22845,5710253,113651,16.385,1,,30237.3
All Campuses,, , ,2023,7,17,0,29423.5,1.41,13481.47,3.94,266.12,48.64,8407,2101679,803,13546,3385736,1294,330,82535,32,22283,5569950,110676,15.973,2,,29423.5
All Campuses,, , ,2023,7,17,1,28989.31,1.23,13385.98,3.68,263.23,48.11,8283,2070665,791,13450,3361756,1285,308,77084,29,22042,5509506,109871,15.742,2,,28989.31
All Campuses,, , ,2023,7,17,2,28809.93,1.3,13830.35,4.48,268.75,49.12,8231,2057853,786,13897,3473354,1328,375,93790,36,22504,5624996,113409,15.64,2,,28809.93
All Campuses,, , ,2023,7,17,3,28015.19,79.88,14063.09,3.83,268.18,49.01,8004,2001086,765,14131,3531803,1350,321,80171,31,22456,5613060,115194,15.171,2,,28015.19
All Campuses,, , ,2023,7,17,4,24577.02,1.34,13378.22,4.1,248.5,45.42,7022,1755502,671,13443,3359805,1284,343,85823,33,20808,5201130,109385,13.344,2,,24577.02
All Campuses,, , ,2023,7,17,5,27296.19,10.61,14744.58,3.73,273.8,50.04,7799,1949729,745,14816,3702953,1415,312,78036,30,22927,5730718,120577,14.816,2,,27296.19
All Campuses,, , ,2023,7,17,6,31682.21,211.59,17013.74,3.75,316.02,57.76,9052,2263016,865,17096,4272831,1633,314,78493,30,26462,6614339,139151,17.088,2,,31682.21
All Campuses,, , ,2023,7,17,7,29869.15,1497.55,16395.15,3.59,302.25,55.24,8534,2133512,815,16474,4117477,1574,300,75061,29,25308,6326051,134028,15.406,2,,29869.15
All Campuses,, , ,2023,7,17,8,30543.03,3323.88,16623.23,3.29,306.98,56.11,8727,2181646,834,16703,4174757,1596,275,68772,26,25705,6425175,135918,14.78,2,,30543.03
All Campuses,, , ,2023,7,17,9,31760.25,6046.34,17118.38,3.33,317.12,57.96,9074,2268590,867,17201,4299110,1643,279,69740,27,26554,6637441,139996,13.963,2,,31760.25
All Campuses,, , ,2023,7,17,10,31879.56,8383.01,17031.66,3.23,316.39,57.83,9108,2277113,870,17114,4277331,1635,271,67620,26,26493,6622063,139314,12.759,2,,31879.56
All Campuses,, , ,2023,7,17,11,29342,9424.81,17836.64,3.32,317.48,58.03,8383,2095858,801,17923,4479494,1712,278,69543,27,26584,6644896,145510,10.814,2,,29342
All Campuses,, , ,2023,7,17,12,29356.45,9988.17,17739.38,3.19,316.23,57.8,8388,2096890,801,17825,4455068,1703,267,66835,26,26480,6618793,144733,10.518,2,,29356.45
All Campuses,, , ,2023,7,17,13,30160.64,10090.46,18349.18,3.41,326.51,59.67,8617,2154332,823,18438,4608214,1762,285,71269,27,27340,6833815,149689,10.897,2,,30160.64
All Campuses,, , ,2023,7,17,14,30154.23,9218.34,18382.19,3.4,326.88,59.74,8615,2153874,823,18471,4616503,1765,285,71150,27,27371,6841527,149952,11.368,2,,30154.23
All Campuses,, , ,2023,7,17,15,29989.4,7569.47,18499.61,3.18,327.5,59.86,8568,2142100,819,18589,4645992,1776,266,66474,25,27423,6854567,150876,12.176,2,,29989.4
All Campuses,, , ,2023,7,17,16,29511.9,5836.66,18293.81,3.23,323.46,59.12,8432,2107994,806,18382,4594306,1756,271,67628,26,27084,6769928,149183,12.856,2,,29511.9
All Campuses,, , ,2023,7,17,17,28158.48,4307.26,17465.27,3.3,308.97,56.47,8045,2011321,769,17549,4386228,1677,277,69157,26,25871,6466705,142425,12.946,2,,28158.48
All Campuses,, , ,2023,7,17,18,27091.26,2180.98,17110.76,3.2,300.97,55.01,7740,1935091,740,17193,4297197,1643,268,66955,26,25201,6299243,139487,13.528,2,,27091.26
All Campuses,, , ,2023,7,17,19,26891.68,166.83,16700.66,3.32,295.48,54,7683,1920835,734,16781,4194203,1603,278,69405,27,24742,6184442,136187,14.511,2,,26891.68
All Campuses,, , ,2023,7,17,20,27016.27,75.53,16848.17,3.41,297.77,54.42,7719,1929735,737,16929,4231249,1617,285,71321,27,24934,6232304,137379,14.627,2,,27016.27
All Campuses,, , ,2023,7,17,21,26759.79,4.06,15674.26,3.92,283.32,51.78,7646,1911414,730,15750,3936433,1505,328,81968,31,23723,5929815,127963,14.53,2,,26759.79
All Campuses,, , ,2023,7,17,22,31189.08,3.14,14395.4,3.99,283.16,51.75,8911,2227792,851,14465,3615262,1382,334,83487,32,23710,5926541,118157,16.942,2,,31189.08
All Campuses,, , ,2023,7,17,23,29791.89,83.94,13417.22,3.95,266.61,48.73,8512,2127993,813,13482,3369601,1288,331,82672,32,22325,5580266,110198,16.13,2,,29791.89
All Campuses,, , ,2023,7,18,0,29185.43,1.98,12891.66,3.91,258.19,47.19,8339,2084674,797,12954,3237612,1238,327,81794,31,21620,5404080,105935,15.849,3,,29185.43
All Campuses,, , ,2023,7,18,1,28812.02,1.41,12749,4.2,255.5,46.7,8232,2058002,786,12810,3201784,1224,352,87878,34,21394,5347664,104758,15.643,3,,28812.02
All Campuses,, , ,2023,7,18,2,28522.63,1.63,12728.36,4.5600000000000005,254.63,46.54,8149,2037332,779,12790,3196601,1222,382,95482,36,21321,5329415,104565,15.489,3,,28522.63
All Campuses,, , ,2023,7,18,3,28661.97,52.83,13057.97,3.93,258.42,47.23,8189,2047285,782,13121,3279379,1254,329,82247,31,21639,5408911,107215,15.537,3,,28661.97
All Campuses,, , ,2023,7,18,4,29078.06,1.37,13748.57,3.54,267.75,48.94,8308,2077005,794,13815,3452816,1320,297,74173,28,22420,5603995,112780,15.79,3,,29078.06
All Campuses,, , ,2023,7,18,5,31006.31,12.35,14959.99,3.7199999999999998,289.04,52.83,8859,2214737,846,15032,3757051,1436,312,77863,30,24202,6049651,122656,16.831,3,,31006.31
All Campuses,, , ,2023,7,18,6,31559.41,289.17,16125.06,3.52,304.71,55.69,9017,2254245,861,16203,4049648,1548,295,73665,28,25514,6377557,132030,16.978,3,,31559.41
All Campuses,, , ,2023,7,18,7,30195.1,1571.1,16239.91,3.51,301.42,55.09,8627,2156794,824,16318,4078490,1559,294,73423,28,25239,6308708,132818,15.545,3,,30195.1
All Campuses,, , ,2023,7,18,8,30478.94,3589.43,16345.27,3.38,303.52,55.47,8708,2177068,832,16424,4104950,1569,283,70776,27,25415,6352794,133688,14.600999999999999,3,,30478.94
All Campuses,, , ,2023,7,18,9,31689.8,5483.71,16748.31,3.31,312.42,57.1,9054,2263558,865,16829,4206171,1608,277,69218,26,26160,6538947,137029,14.23,3,,31689.8
All Campuses,, , ,2023,7,18,10,32499.03,7894.95,17124.19,3.31,319.69,58.43,9285,2321360,887,17207,4300570,1644,277,69263,26,26769,6691193,140113,13.36,3,,32499.03
All Campuses,, , ,2023,7,18,11,29457.52,9307.07,17161.75,3.21,309.66,56.6,8416,2104109,804,17244,4310002,1648,269,67129,26,25929,6481240,140122,10.943,3,,29457.52
All Campuses,, , ,2023,7,18,12,29262.21,9914.6,17376.57,3.43,311.8,56.99,8361,2090159,799,17460,4363953,1668,287,71856,27,26108,6525967,141822,10.506,3,,29262.21
All Campuses,, , ,2023,7,18,13,29750.83,9983.65,17994.89,3.2800000000000002,320.73,58.62,8500,2125060,812,18082,4519237,1728,275,68624,26,26856,6712921,146815,10.734,3,,29750.83
All Campuses,, , ,2023,7,18,14,29915.5,9220.26,18202.33,3.25,323.76,59.17,8547,2136822,817,18290,4571334,1747,272,68089,26,27110,6776245,148490,11.236,3,,29915.5
All Campuses,, , ,2023,7,18,15,29624.59,7495.11,18136.21,3.2,321.91,58.84,8464,2116043,809,18224,4554727,1741,268,66877,26,26955,6737647,147933,12.016,3,,29624.59
All Campuses,, , ,2023,7,18,16,29393.73,5804.9,18109.78,3.04,320.65,58.6,8398,2099553,802,18197,4548089,1739,255,63610,24,26850,6711252,147700,12.809,3,,29393.73
All Campuses,, , ,2023,7,18,17,28803.26,4209.83,17774.06,3.32,314.89,57.55,8230,2057376,786,17860,4463776,1706,278,69559,27,26367,6590712,144957,13.357,3,,28803.26
All Campuses,, , ,2023,7,18,18,27429.36,1530.46,16899.67,3.22,299.61,54.76,7837,1959241,749,16981,4244183,1622,270,67478,26,25088,6270901,137830,14.058,3,,27429.36
All Campuses,, , ,2023,7,18,19,27021.7,215.03,16617.1,3.24,294.84,53.89,7720,1930123,738,16697,4173219,1595,271,67715,26,24689,6171056,135531,14.558,3,,27021.7
All Campuses,, , ,2023,7,18,20,26312.38,83.83,16152.35,3.23,286.84,52.42,7518,1879457,718,16230,4056502,1551,271,67620,26,24019,6003579,131745,14.241,3,,26312.38
All Campuses,, , ,2023,7,18,21,24526.34,4.6,15294.99,3.29,270.51,49.44,7008,1751882,669,15369,3841183,1468,275,68753,26,22651,5661818,124714,13.319,3,,24526.34
All Campuses,, , ,2023,7,18,22,31504.49,4.45,14525.81,3.2,285.01,52.09,9001,2250321,860,14596,3648012,1394,268,66955,26,23865,5965288,119231,17.104,3,,31504.49
All Campuses,, , ,2023,7,18,23,30789.97,77.79,13591.26,3.29,271.44,49.61,8797,2199284,840,13657,3413310,1305,275,68848,26,22729,5681442,111686,16.674,3,,30789.97
All Campuses,, , ,2023,7,19,0,29629.34,2.25,12979.98,3.37,260.23,47.56,8466,2116382,809,13042,3259792,1246,283,70622,27,21791,5446796,106684,16.094,4,,29629.34
All Campuses,, , ,2023,7,19,1,29216,1.62,12420.75,3.51,252.25,46.1,8347,2086858,798,12481,3119347,1192,294,73544,28,21122,5279749,102171,15.866,4,,29216
All Campuses,, , ,2023,7,19,2,29214.18,1.49,12382.46,3.41,251.68,46,8347,2086728,797,12442,3109731,1189,285,71350,27,21074,5267809,101864,15.865,4,,29214.18
All Campuses,, , ,2023,7,19,3,28986.69,82.55,12759.92,3.5300000000000002,255.56,46.71,8282,2070479,791,12821,3204526,1225,296,73898,28,21399,5348903,104862,15.698,4,,28986.69
All Campuses,, , ,2023,7,19,4,29334.65,1.48,13565.49,3.62,266.5,48.71,8381,2095333,801,13631,3406837,1302,303,75750,29,22315,5577920,111340,15.929,4,,29334.65
All Campuses,, , ,2023,7,19,5,31792.16,8.94,14887.95,3.49,290.63,53.12,9083,2270869,868,14960,3738961,1429,293,73144,28,24336,6082974,122156,17.256,4,,31792.16
All Campuses,, , ,2023,7,19,6,31782.04,256.08,15711.33,3.7199999999999998,300.7,54.96,9081,2270147,868,15787,3945745,1508,311,77821,30,25179,6293712,128742,17.12,4,,31782.04
All Campuses,, , ,2023,7,19,7,29612.72,1848.71,16032.99,3.2800000000000002,296.72,54.23,8461,2115195,808,16110,4026526,1539,274,68572,26,24845,6210294,131107,15.076,4,,29612.72
All Campuses,, , ,2023,7,19,8,30761.09,4099.24,16499.47,3.34,306.29,55.98,8789,2197222,840,16579,4143678,1584,280,69901,27,25647,6410801,134949,14.477,4,,30761.09
All Campuses,, , ,2023,7,19,9,31444.99,6210.54,16846.77,3.21,312.67,57.15,8984,2246072,858,16928,4230898,1617,269,67246,26,26181,6544215,137793,13.703,4,,31444.99
All Campuses,, , ,2023,7,19,10,32582.95,8145.01,14207.72,2.52,284.19,51.94,9309,2327355,889,14276,3568126,1364,211,52725,20,23796,5948206,116790,13.272,4,,32582.95
All Campuses,, , ,2023,7,19,11,33103.6,9001.01,12909.11,2.23,270.09,49.36,9458,2364544,904,12971,3241995,1239,186,46578,18,22616,5653117,106451,13.089,4,,33103.6
All Campuses,, , ,2023,7,19,12,32694.03,9630,13132.27,2.33,271.47,49.62,9341,2335289,892,13196,3298038,1261,195,48662,19,22731,5681988,108197,12.524000000000001,4,,32694.03
All Campuses,, , ,2023,7,19,13,33936.92,9728.2,14209.51,2.27,288.58,52.74,9696,2424067,926,14278,3568576,1364,190,47496,18,24164,6040139,116934,13.143,4,,33936.92
All Campuses,, , ,2023,7,19,14,33918.29,9046.59,14378.84,2.21,290.49,53.09,9691,2422736,926,14448,3611101,1380,185,46261,18,24324,6080098,118287,13.504,4,,33918.29
All Campuses,, , ,2023,7,19,15,30776.28,6739.24,14499.52,2.13,281.14,51.38,8793,2198306,840,14569,3641409,1392,179,44628,17,23541,5884343,118950,13.054,4,,30776.28
All Campuses,, , ,2023,7,19,16,25952.42,4438.2,14487.69,2.11,264.52,48.35,7415,1853745,708,14557,3638439,1391,177,44261,17,22150,5536445,118393,11.682,4,,25952.42
All Campuses,, , ,2023,7,19,17,31778.2,4527.53,14436.58,2.09,283.76,51.86,9079,2269872,867,14506,3625604,1386,175,43752,17,23761,5939228,118543,14.802,4,,31778.2
All Campuses,, , ,2023,7,19,18,31157.14,2382.87,13928,2.02,275.47,50.35,8902,2225511,850,13995,3497878,1337,169,42300,16,23066,5765689,114415,15.624,4,,31157.14
All Campuses,, , ,2023,7,19,19,29286.29,119.94,13448.3,2.09,263.4,48.14,8368,2091879,799,13513,3377407,1291,175,43756,17,22056,5513042,110398,15.837,4,,29286.29
All Campuses,, , ,2023,7,19,20,29605.07,103.76,12628.08,2.15,254.7,46.55,8459,2114649,808,12689,3171417,1212,180,44913,17,21327,5330979,103867,16.021,4,,29605.07
All Campuses,, , ,2023,7,19,21,25858.47,4.64,11138.28,2.08,223.98,40.94,7388,1847034,706,11192,2797266,1069,174,43598,17,18754,4687899,91588,14.038,4,,25858.47
All Campuses,, , ,2023,7,19,22,26492.71,4.36,9632.48,2.06,208.05,38.03,7569,1892337,723,9679,2419101,925,173,43183,17,17421,4354621,79603,14.394,4,,26492.71
All Campuses,, , ,2023,7,19,23,24908.39,87.49,8932.8,2.11,194.3,35.51,7117,1779172,680,8976,2243382,858,177,44252,17,16270,4066806,73854,13.475999999999999,4,,24908.39
All Campuses,, , ,2023,7,20,0,26409.77,2.26,8999.04,2.27,200.37,36.62,7546,1886413,721,9042,2260019,864,190,47406,18,16778,4193837,74528,14.338,5,,26409.77
All Campuses,, , ,2023,7,20,1,26994.67,1.1400000000000001,9746.19,3.2,212.27,38.8,7713,1928192,737,9793,2447657,936,268,67047,26,17774,4442896,80561,14.657,5,,26994.67
All Campuses,, , ,2023,7,20,2,26265.36,1.26,9025.73,6.31,204.24,37.33,7504,1876098,717,9069,2266723,866,528,131962,50,17102,4274783,74728,14.26,5,,26265.36
All Campuses,, , ,2023,7,20,3,25756.05,69.18,8803.04,5.73,199.25,36.42,7359,1839719,703,8845,2210795,845,480,120014,46,16684,4170528,72897,13.948,5,,25756.05
All Campuses,, , ,2023,7,20,4,26233.04,1.41,9243.7,3.98,204.41,37.36,7495,1873789,716,9288,2321462,887,333,83231,32,17116,4278483,76468,14.242,5,,26233.04
All Campuses,, , ,2023,7,20,5,27457.6,7.27,11304.79,3.26,232.61,42.51,7845,1961258,750,11359,2839084,1085,273,68320,26,19478,4868662,93074,14.906,5,,27457.6
All Campuses,, , ,2023,7,20,6,28983.07,169.5,12010.23,3.2800000000000002,246.3,45.02,8281,2070220,791,12068,3016250,1153,274,68600,26,20623,5155070,98864,15.648,5,,28983.07
All Campuses,, , ,2023,7,20,7,28361.84,1297.81,12301.34,3.22,247.61,45.26,8103,2025847,774,12361,3089357,1181,270,67374,26,20734,5182578,101133,14.697,5,,28361.84
All Campuses,, , ,2023,7,20,8,29303.04,3370.36,13139.68,3.23,260.9,47.68,8372,2093075,800,13203,3299898,1261,271,67668,26,21846,5460641,107930,14.084,5,,29303.04
All Campuses,, , ,2023,7,20,9,30543.13,4765.76,13796.48,3.13,272.9,49.88,8727,2181653,834,13863,3464847,1324,262,65461,25,22851,5711960,113304,13.995,5,,30543.13
All Campuses,, , ,2023,7,20,10,31287.5,6726.32,14134.42,2.9699999999999998,279.34,51.06,8939,2234823,854,14202,3549719,1357,249,62235,24,23391,5846777,116079,13.337,5,,31287.5
All Campuses,, , ,2023,7,20,11,28428.3,7753.34,15057.34,3.14,280.83,51.33,8122,2030594,776,15130,3781500,1446,263,65645,25,23515,5877739,123188,11.23,5,,28428.3
